frame,z,y,x,z_um,y_um,x_um,tree_id,track_id
2,57,44,220,92.625,17.875,89.375,24,24
2,49,244,186,79.625,99.125,75.5625,51,51
2,30,218,130,48.75,88.5625,52.8125,53,53
2,56,103,196,91.0,41.84375,79.625,35,35
2,51,212,172,82.875,86.125,69.875,50,50
2,54,24,209,87.75,9.75,84.90625,54,54
2,41,59,166,66.625,23.96875,67.4375,46,46
2,48,145,165,78.0,58.90625,67.03125,55,55
2,9,76,73,14.625,30.875,29.65625,52,52
2,8,128,56,13.0,52.0,22.75,61,61
2,51,184,205,82.875,74.75,83.28125,45,45
2,21,162,117,34.125,65.8125,47.53125,78,78
2,15,171,68,24.375,69.46875,27.625,69,69
2,44,99,191,71.5,40.21875,77.59375,57,57
2,44,106,162,71.5,43.0625,65.8125,56,56
2,5,131,79,8.125,53.21875,32.09375,135,139
2,30,176,107,48.75,71.5,43.46875,64,64
2,12,117,71,19.5,47.53125,28.84375,63,63
2,38,221,164,61.75,89.78125,66.625,71,71
2,56,214,185,91.0,86.9375,75.15625,67,67
2,14,170,89,22.75,69.0625,36.15625,68,68
2,26,188,120,42.25,76.375,48.75,83,83
2,23,87,96,37.375,35.34375,39.0,72,72
2,52,92,217,84.5,37.375,88.15625,136,140
2,32,190,162,52.0,77.1875,65.8125,88,88
2,26,122,103,42.25,49.5625,41.84375,73,73
2,58,189,171,94.25,76.78125,69.46875,59,59
2,15,70,84,24.375,28.4375,34.125,79,79
2,44,42,173,71.5,17.0625,70.28125,34,124
2,33,178,142,53.625,72.3125,57.6875,80,80
2,11,31,111,17.875,12.59375,45.09375,66,66
2,8,205,55,13.0,83.28125,22.34375,75,75
2,21,62,140,34.125,25.1875,56.875,89,89
2,50,127,203,81.25,51.59375,82.46875,76,76
2,10,162,64,16.25,65.8125,26.0,77,77
2,15,104,109,24.375,42.25,44.28125,70,70
2,28,145,124,45.5,58.90625,50.375,123,125
2,46,168,199,74.75,68.25,80.84375,97,97
2,9,83,108,14.625,33.71875,43.875,85,85
2,46,146,194,74.75,59.3125,78.8125,82,82
2,40,108,176,65.0,43.875,71.5,86,86
2,54,149,244,87.75,60.53125,99.125,104,104
2,26,230,139,42.25,93.4375,56.46875,124,126
2,5,51,98,8.125,20.71875,39.8125,137,141
2,28,164,140,45.5,66.625,56.875,95,95
2,35,208,146,56.875,84.5,59.3125,96,96
2,16,18,136,26.0,7.3125,55.25,101,101
2,54,168,215,87.75,68.25,87.34375,128,131
2,30,9,168,48.75,3.65625,68.25,115,127
2,26,118,131,42.25,47.9375,53.21875,91,91
2,54,123,235,87.75,49.96875,95.46875,90,90
2,14,147,99,22.75,59.71875,40.21875,94,94
2,28,53,160,45.5,21.53125,65.0,103,103
2,23,84,151,37.375,34.125,61.34375,81,81
2,11,214,89,17.875,86.9375,36.15625,99,99
2,38,67,187,61.75,27.21875,75.96875,87,87
2,23,33,154,37.375,13.40625,62.5625,102,102
2,7,231,78,11.375,93.84375,31.6875,129,132
2,48,53,222,78.0,21.53125,90.1875,125,128
2,16,63,115,26.0,25.59375,46.71875,105,105
2,30,105,145,48.75,42.65625,58.90625,100,100
2,23,78,142,37.375,31.6875,57.6875,111,111
2,41,142,180,66.625,57.6875,73.125,138,142
2,6,154,83,9.75,62.5625,33.71875,139,143
2,14,37,142,22.75,15.03125,57.6875,112,112
2,46,72,202,74.75,29.25,82.0625,107,107
2,24,128,163,39.0,52.0,66.21875,113,113
2,18,185,105,29.25,75.15625,42.65625,109,109
2,12,191,98,19.5,77.59375,39.8125,110,110
2,6,158,116,9.75,64.1875,47.125,140,144
2,5,65,127,8.125,26.40625,51.59375,141,145
2,8,188,86,13.0,76.375,34.9375,108,108
2,58,232,235,94.25,94.25,95.46875,142,146
2,29,96,165,47.125,39.0,67.03125,130,133
2,34,146,192,55.25,59.3125,78.0,114,114
2,32,28,171,52.0,11.375,69.46875,115,136
2,42,112,227,68.25,45.5,92.21875,122,122
2,27,204,164,43.875,82.875,66.625,131,134
2,35,20,221,56.875,8.125,89.78125,118,118
2,26,55,185,42.25,22.34375,75.15625,117,117
2,15,239,98,24.375,97.09375,39.8125,116,116
2,48,19,223,78.0,7.71875,90.59375,143,147
2,36,144,165,58.5,58.5,67.03125,119,119
3,42,8,181,68.25,3.25,73.53125,0,0
3,20,108,87,32.5,43.875,35.34375,5,5
3,23,184,91,37.375,74.75,36.96875,2,2
3,12,14,92,19.5,5.6875,37.375,4,4
3,15,143,77,24.375,58.09375,31.28125,7,7
3,51,106,181,82.875,43.0625,73.53125,1,1
3,10,234,62,16.25,95.0625,25.1875,12,12
3,54,142,184,87.75,57.6875,74.75,3,3
3,27,62,117,43.875,25.1875,47.53125,10,10
3,48,169,164,78.0,68.65625,66.625,8,8
3,30,243,111,48.75,98.71875,45.09375,15,15
3,27,157,100,43.875,63.78125,40.625,23,23
3,32,10,152,52.0,4.0625,61.75,21,21
3,38,96,141,61.75,39.0,57.28125,6,6
3,21,53,100,34.125,21.53125,40.625,25,25
3,36,49,143,58.5,19.90625,58.09375,17,17
3,30,93,124,48.75,37.78125,50.375,13,13
3,45,215,149,73.125,87.34375,60.53125,22,22
3,56,60,206,91.0,24.375,83.6875,14,14
3,30,217,109,48.75,88.15625,44.28125,33,33
3,5,100,64,8.125,40.625,26.0,144,148
3,43,248,138,69.875,100.75,56.0625,48,48
3,11,40,87,17.875,16.25,35.34375,26,26
3,23,29,113,37.375,11.78125,45.90625,41,41
3,38,124,140,61.75,50.375,56.875,30,30
3,47,16,200,76.375,6.5,81.25,19,19
3,49,194,162,79.625,78.8125,65.8125,16,16
3,50,45,196,81.25,18.28125,79.625,34,123
3,6,159,52,9.75,64.59375,21.125,133,137
3,38,227,128,61.75,92.21875,52.0,31,31
3,29,45,126,47.125,18.28125,51.1875,32,32
3,17,224,76,27.625,91.0,30.875,27,27
3,36,199,123,58.5,80.84375,49.96875,44,44
3,43,62,156,69.875,25.1875,63.375,37,37
3,38,149,134,61.75,60.53125,54.4375,20,20
3,36,74,141,58.5,30.0625,57.28125,43,43
3,14,194,68,22.75,78.8125,27.625,42,42
3,46,28,178,74.75,11.375,72.3125,39,39
3,36,128,155,58.5,52.0,62.96875,38,38
3,58,108,206,94.25,43.875,83.6875,35,35
3,52,216,177,84.5,87.75,71.90625,50,50
3,34,31,151,55.25,12.59375,61.34375,134,138
3,31,216,134,50.375,87.75,54.4375,53,53
3,57,45,224,92.625,18.28125,91.0,24,24
3,43,184,146,69.875,74.75,59.3125,58,58
3,49,247,191,79.625,100.34375,77.59375,51,51
3,8,130,58,13.0,52.8125,23.5625,61,61
3,10,77,78,16.25,31.28125,31.6875,52,52
3,16,172,73,26.0,69.875,29.65625,69,69
3,42,60,172,68.25,24.375,69.875,46,46
3,58,154,226,94.25,62.5625,91.8125,11,11
3,24,230,116,39.0,93.4375,47.125,145,149
3,49,149,169,79.625,60.53125,68.65625,55,55
3,55,21,214,89.375,8.53125,86.9375,54,54
3,56,190,192,91.0,77.1875,78.0,9,150
3,51,188,204,82.875,76.375,82.875,45,45
3,44,41,173,71.5,16.65625,70.28125,34,124
3,31,176,112,50.375,71.5,45.5,64,64
3,46,101,195,74.75,41.03125,79.21875,57,57
3,23,64,141,37.375,26.0,57.28125,89,89
3,46,110,169,74.75,44.6875,68.65625,56,56
3,6,131,82,9.75,53.21875,33.3125,135,139
3,15,173,92,24.375,70.28125,37.375,68,68
3,27,191,122,43.875,77.59375,49.5625,83,83
3,24,81,150,39.0,32.90625,60.9375,81,81
3,13,117,74,21.125,47.53125,30.0625,63,63
3,29,148,128,47.125,60.125,52.0,123,125
3,39,222,166,63.375,90.1875,67.4375,71,71
3,57,216,191,92.625,87.75,77.59375,67,67
3,27,124,107,43.875,50.375,43.46875,73,73
3,9,207,59,14.625,84.09375,23.96875,75,75
3,51,130,211,82.875,52.8125,85.71875,76,76
3,58,167,202,94.25,67.84375,82.0625,9,151
3,10,162,66,16.25,65.8125,26.8125,77,77
3,34,178,145,55.25,72.3125,58.90625,80,80
3,12,32,114,19.5,13.0,46.3125,66,66
3,24,87,99,39.0,35.34375,40.21875,72,72
3,6,56,101,9.75,22.75,41.03125,137,141
3,53,95,221,86.125,38.59375,89.78125,136,140
3,41,111,182,66.625,45.09375,73.9375,86,86
3,16,107,109,26.0,43.46875,44.28125,70,70
3,9,80,111,14.625,32.5,45.09375,85,85
3,32,183,163,52.0,74.34375,66.21875,88,88
3,46,168,199,74.75,68.25,80.84375,97,97
3,36,207,149,58.5,84.09375,60.53125,96,96
3,48,151,198,78.0,61.34375,80.4375,82,82
3,55,151,249,89.375,61.34375,101.15625,104,104
3,27,122,135,43.875,49.5625,54.84375,91,91
3,27,233,142,43.875,94.65625,57.6875,124,126
3,22,164,121,35.75,66.625,49.15625,78,78
3,28,167,143,45.5,67.84375,58.09375,95,95
3,55,212,214,89.375,86.125,86.9375,146,152
3,24,42,157,39.0,17.0625,63.78125,102,102
3,42,146,185,68.25,59.3125,75.15625,138,142
3,13,93,66,21.125,37.78125,26.8125,147,153
3,14,149,104,22.75,60.53125,42.25,94,94
3,12,217,94,19.5,88.15625,38.1875,99,99
3,30,61,162,48.75,24.78125,65.8125,103,103
3,31,13,174,50.375,5.28125,70.6875,115,127
3,18,19,144,29.25,7.71875,58.5,101,101
3,54,171,219,87.75,69.46875,88.96875,128,131
3,18,67,119,29.25,27.21875,48.34375,105,105
3,50,53,229,81.25,21.53125,93.03125,125,128
3,24,134,164,39.0,54.4375,66.625,113,113
3,7,154,86,11.375,62.5625,34.9375,139,143
3,12,194,103,19.5,78.8125,41.84375,110,110
3,48,73,210,78.0,29.65625,85.3125,107,107
3,18,185,108,29.25,75.15625,43.875,109,109
3,6,70,131,9.75,28.4375,53.21875,141,145
3,7,233,82,11.375,94.65625,33.3125,129,132
3,41,69,205,66.625,28.03125,83.28125,148,154
3,28,207,167,45.5,84.09375,67.84375,131,134
3,7,162,120,11.375,65.8125,48.75,140,144
3,15,42,144,24.375,17.0625,58.5,112,112
3,7,205,104,11.375,83.28125,42.25,149,155
3,58,206,247,94.25,83.6875,100.34375,150,156
3,30,94,167,48.75,38.1875,67.84375,130,133
3,34,32,176,55.25,13.0,71.5,115,136
3,51,247,233,82.875,100.34375,94.65625,151,157
3,42,107,230,68.25,43.46875,93.4375,122,122
3,36,24,226,58.5,9.75,91.8125,118,118
3,15,241,101,24.375,97.90625,41.03125,116,116
3,50,22,229,81.25,8.9375,93.03125,143,147
3,35,151,199,56.875,61.34375,80.84375,114,114
3,38,146,168,61.75,59.3125,68.25,119,119
3,26,59,189,42.25,23.96875,76.78125,117,117
4,44,10,186,71.5,4.0625,75.5625,0,0
4,22,110,91,35.75,44.6875,36.96875,5,5
4,54,141,187,87.75,57.28125,75.96875,3,3
4,24,187,95,39.0,75.96875,38.59375,2,2
4,28,62,120,45.5,25.1875,48.75,10,10
4,13,15,95,21.125,6.09375,38.59375,4,4
4,17,145,83,27.625,58.90625,33.71875,7,7
4,40,100,150,65.0,40.625,60.9375,6,6
4,56,65,210,91.0,26.40625,85.3125,14,14
4,29,157,105,47.125,63.78125,42.65625,23,23
4,31,246,115,50.375,99.9375,46.71875,15,15
4,12,237,66,19.5,96.28125,26.8125,12,12
4,49,171,167,79.625,69.46875,67.84375,8,8
4,53,111,188,86.125,45.09375,76.375,1,1
4,38,52,147,61.75,21.125,59.71875,17,17
4,32,96,129,52.0,39.0,52.40625,13,13
4,23,54,105,37.375,21.9375,42.65625,25,25
4,26,7,133,42.25,2.84375,54.03125,152,158
4,46,218,155,74.75,88.5625,62.96875,22,22
4,24,29,118,39.0,11.78125,47.9375,41,41
4,6,103,66,9.75,41.84375,26.8125,144,148
4,13,40,91,21.125,16.25,36.96875,26,26
4,5,71,67,8.125,28.84375,27.21875,153,159
4,34,14,157,55.25,5.6875,63.78125,21,21
4,39,127,143,63.375,51.59375,58.09375,30,30
4,31,50,131,50.375,20.3125,53.21875,32,32
4,31,221,111,50.375,89.78125,45.09375,33,33
4,50,197,168,81.25,80.03125,68.25,16,16
4,56,194,193,91.0,78.8125,78.40625,9,150
4,48,16,203,78.0,6.5,82.46875,19,19
4,39,151,138,63.375,61.34375,56.0625,20,20
4,38,201,129,61.75,81.65625,52.40625,44,44
4,45,68,163,73.125,27.625,66.21875,37,37
4,8,166,55,13.0,67.4375,22.34375,133,137
4,39,229,131,63.375,93.03125,53.21875,31,31
4,5,224,55,8.125,91.0,22.34375,154,160
4,43,64,174,69.875,26.0,70.6875,46,46
4,46,28,182,74.75,11.375,73.9375,39,39
4,37,131,159,60.125,53.21875,64.59375,38,38
4,50,47,200,81.25,19.09375,81.25,34,123
4,38,80,147,61.75,32.5,59.71875,43,43
