frame,z,y,x
4,48,110,203
4,39,251,203
4,11,177,125
4,11,212,63
4,39,53,147
4,7,135,85
4,46,47,179
4,28,127,139
4,47,217,155
4,39,18,157
4,27,7,133
4,49,173,166
4,48,215,224
4,32,111,148
4,57,215,220
4,33,16,175
4,24,29,118
4,15,118,79
4,53,111,188
4,18,176,76
4,26,93,105
4,44,110,238
4,39,79,146
4,29,157,104
4,25,233,122
4,50,151,173
4,31,151,137
4,5,72,67
4,13,161,70
4,25,187,96
4,51,47,200
4,47,30,182
4,5,251,75
4,55,142,187
4,46,208,182
4,9,167,56
4,26,39,159
4,40,229,132
4,32,63,168
4,34,15,156
4,19,231,81
4,16,175,100
4,41,29,241
4,12,7,130
4,4,195,50
4,38,129,158
4,33,215,138
4,48,118,174
4,4,38,70
4,57,62,213
4,44,64,176
4,14,33,117
4,11,83,115
4,10,235,90
4,16,150,107
4,46,71,164
4,52,192,211
4,36,177,150
4,48,78,216
4,52,49,239
4,51,199,167
4,20,21,144
4,58,71,242
4,59,219,198
4,35,225,166
4,44,185,150
4,19,64,123
4,20,191,120
4,50,204,250
4,25,64,145
4,6,89,98
4,29,216,170
4,58,45,227
4,57,129,242
4,54,247,188
4,10,185,91
4,59,135,202
4,48,169,203
4,15,95,69
4,24,165,125
4,36,39,178
4,42,176,172
4,38,211,154
4,44,150,189
4,14,199,105
4,29,233,146
4,46,241,206
4,9,158,90
4,5,195,76
4,36,34,154
4,43,119,188
4,51,251,197
4,38,160,202
4,51,21,236
4,59,209,248
5,48,79,224
5,6,224,54
5,58,179,225
5,30,64,120
5,24,56,106
5,33,223,113
5,34,178,117
5,49,224,224
5,16,119,78
5,16,40,145
5,14,18,95
5,14,184,129
5,40,80,150
5,36,192,168
5,12,214,64
5,44,112,239
5,10,176,58
5,40,152,140
5,12,139,62
5,52,152,178
5,20,234,82
5,8,106,66
5,12,87,111
5,47,223,157
5,40,251,204
5,25,31,118
5,18,147,84
5,57,224,223
5,18,201,75
5,10,75,137
5,30,162,104
5,40,18,160
5,13,238,65
5,27,193,99
5,6,75,67
5,40,53,150
5,42,102,155
5,56,142,190
5,52,47,203
5,26,235,123
5,49,16,206
5,5,13,81
5,28,7,135
5,42,28,247
5,8,137,86
5,23,113,92
5,6,251,75
5,33,49,132
5,17,151,110
5,53,136,222
5,40,206,132
5,16,43,93
5,45,63,180
5,28,198,127
5,8,48,80
5,34,96,133
5,55,111,192
5,50,174,172
5,52,199,168
5,20,75,92
5,16,200,102
5,24,168,125
5,47,71,166
5,57,135,245
5,6,199,78
5,12,238,93
5,24,143,162
5,18,177,103
5,45,10,189
5,10,160,93
5,41,127,148
5,40,231,132
5,27,95,106
5,49,111,205
5,33,251,115
5,32,63,170
5,22,4,194
5,31,129,115
5,5,41,68
5,31,216,175
5,34,221,138
5,32,16,175
5,5,198,49
5,10,61,102
5,17,111,108
5,47,47,181
5,5,223,78
5,14,7,130
5,29,64,197
5,14,165,74
5,16,95,69
5,20,65,123
5,55,97,228
5,49,119,180
5,36,33,157
5,13,83,83
5,6,96,99
5,39,128,162
5,18,179,78
5,6,119,100
5,50,201,251
5,59,210,248
5,14,219,91
5,58,71,243
5,15,37,116
5,48,199,205
5,48,169,204
5,47,208,182
5,44,115,190
5,21,23,145
5,52,49,243
5,39,215,154
5,45,151,190
5,52,21,241
5,34,110,157
5,37,183,150
5,57,31,220
5,42,23,208
5,58,67,215
5,55,251,189
5,38,159,204
5,29,235,146
5,51,158,206
5,26,62,146
5,11,188,93
5,45,187,153
5,42,231,173
5,24,148,90
5,27,39,163
5,47,25,182
5,30,174,145
5,52,232,199
5,23,125,118
5,32,149,137
6,48,80,224
6,58,184,225
6,48,225,154
6,34,225,112
6,32,72,119
6,16,225,88
6,10,80,135
6,16,49,91
6,32,223,175
6,32,168,105
6,16,89,85
6,14,216,61
6,24,119,91
6,16,23,95
6,16,39,143
6,32,135,114
6,34,224,141
6,43,33,248
6,20,183,77
6,30,200,129
6,26,63,105
6,8,82,68
6,10,112,66
6,22,239,81
6,20,207,75
6,8,143,84
6,54,144,223
6,4,160,50
6,6,20,82
6,47,16,191
6,40,167,209
6,42,234,170
6,40,210,130
6,35,183,117
6,47,119,241
6,13,145,61
6,28,238,122
6,20,153,84
6,56,145,189
6,10,68,102
6,44,109,156
6,11,183,57
6,15,191,128
6,41,87,150
6,16,127,77
6,21,80,92
6,35,56,133
6,54,56,248
6,41,235,130
6,28,197,98
6,16,41,117
6,8,231,55
6,32,63,166
6,27,37,117
6,58,142,246
6,14,242,64
6,7,201,49
6,56,103,227
6,43,135,148
6,7,49,68
6,7,208,77
6,36,104,132
6,36,17,156
6,56,116,195
6,25,144,163
6,41,58,150
6,24,4,152
6,47,49,182
6,48,200,205
6,59,217,246
6,48,176,204
6,47,31,180
6,28,41,160
6,15,169,70
6,36,199,165
6,53,55,204
6,4,17,109
6,20,182,103
6,58,39,220
6,52,179,172
6,30,14,134
6,27,64,141
6,41,23,160
6,41,153,137
6,14,13,129
6,46,192,152
6,7,101,99
6,32,151,139
6,52,161,205
6,47,70,181
6,35,111,155
6,31,175,146
6,11,167,91
6,4,133,51
6,50,113,205
6,10,55,78
6,29,103,108
6,48,225,224
6,47,77,168
6,40,120,193
6,25,5,130
6,52,155,174
6,24,127,117
6,25,153,90
6,40,4,197
6,6,123,101
6,52,205,167
6,30,71,193
6,38,38,157
6,30,127,139
6,16,103,66
6,13,93,109
6,16,201,95
6,54,201,209
6,12,197,87
6,58,225,218
6,20,70,119
6,40,219,153
6,18,157,107
6,19,113,106
6,22,224,111
6,45,121,190
6,32,19,174
6,51,23,208
6,12,244,90
6,40,131,162
6,30,242,147
6,24,170,125
6,6,231,81
6,47,47,214
6,22,201,121
6,48,213,182
6,59,77,245
6,16,111,65
7,56,152,223
7,16,89,86
7,48,71,183
7,48,119,242
7,16,25,97
7,34,224,183
7,4,114,37
7,16,200,130
7,24,120,93
7,44,30,249
7,8,23,84
7,46,111,160
7,48,17,196
7,12,80,138
7,16,41,118
7,16,4,95
7,42,237,130
7,16,219,66
7,28,39,122
7,30,200,98
7,26,64,107
7,35,224,141
7,17,51,93
7,41,215,133
7,22,81,94
7,6,161,54
7,16,175,73
7,28,240,127
7,8,51,68
7,8,206,50
7,48,215,183
7,42,168,213
7,36,185,120
7,46,128,191
7,12,71,103
7,32,73,123
7,30,199,127
7,43,234,174
7,32,172,108
7,15,149,66
7,8,103,103
7,36,200,168
7,9,87,70
7,9,145,87
7,11,114,69
7,12,185,59
7,17,129,78
7,8,127,101
7,36,56,137
7,5,136,54
7,31,104,111
7,57,144,190
7,49,88,223
7,52,183,174
7,8,234,88
7,21,209,78
7,22,48,100
7,9,234,57
7,34,226,112
7,23,31,142
7,59,145,248
7,54,55,206
7,42,59,155
7,8,209,78
7,57,119,196
7,31,127,141
7,31,15,138
7,44,135,150
7,19,160,110
7,36,112,156
7,31,175,143
7,48,79,171
7,19,119,110
7,21,184,107
7,34,143,116
7,25,4,196
7,48,29,183
7,43,89,155
7,48,231,154
7,15,243,64
7,42,158,140
7,56,111,228
7,10,56,82
7,52,207,167
7,24,242,86
7,14,96,115
7,38,191,150
7,26,7,132
7,32,247,146
7,32,151,140
7,24,224,111
7,59,39,220
7,21,186,79
7,48,53,187
7,24,95,126
7,7,5,69
7,4,105,57
7,33,64,166
7,37,105,135
7,54,31,241
7,38,40,158
7,20,69,122
7,42,25,164
7,21,156,86
7,50,113,206
7,37,19,158
7,6,173,78
7,22,200,126
7,54,57,250
7,39,7,195
7,4,247,43
7,26,175,129
7,26,5,157
7,14,13,128
7,33,23,174
7,47,199,153
7,4,105,88
7,44,31,207
7,53,239,198
7,4,136,76
7,53,157,176
7,41,136,163
7,54,204,211
7,40,221,154
7,53,167,206
7,30,71,195
7,17,231,91
7,16,103,67
7,5,78,103
7,14,201,87
7,27,67,140
7,10,4,156
7,52,126,182
7,12,170,92
7,18,207,102
7,18,42,145
7,58,225,222
7,12,223,99
7,39,48,181
8,16,223,68
8,4,119,38
8,10,80,138
8,48,31,187
8,34,79,126
8,4,183,29
8,16,153,69
8,18,54,94
8,48,88,223
8,8,208,51
8,44,64,158
8,43,236,176
8,12,119,73
8,42,239,132
8,25,120,99
8,8,55,71
8,47,113,166
8,30,200,101
8,10,236,57
8,22,87,97
8,32,16,141
8,48,200,156
8,10,150,93
8,22,160,90
8,7,167,56
8,56,62,251
8,17,233,94
8,30,71,197
8,48,72,183
8,13,192,60
8,50,234,161
8,9,88,73
8,50,21,201
8,16,95,87
8,35,143,120
8,44,159,145
8,34,174,112
8,19,135,84
8,40,9,201
8,30,41,128
8,27,67,112
8,44,31,169
8,7,141,56
8,38,189,124
8,26,8,199
8,58,121,199
8,23,215,82
8,54,160,180
8,9,238,88
8,6,40,99
8,17,7,100
8,52,207,172
8,48,113,243
8,32,107,116
8,15,245,66
8,16,12,133
8,37,57,141
8,57,155,226
8,43,219,138
8,10,29,87
8,16,96,119
8,11,61,84
8,24,243,88
8,44,135,153
8,54,185,181
8,31,175,147
8,9,105,110
8,22,191,108
8,17,207,133
8,48,216,189
8,38,191,154
8,51,120,207
8,22,189,82
8,16,29,100
8,57,4,226
8,58,147,195
8,8,213,80
8,8,11,73
8,35,225,185
8,57,111,234
8,9,129,105
8,24,33,147
8,29,245,127
8,41,223,156
8,4,110,61
8,23,49,103
8,55,207,219
8,20,47,150
8,36,227,116
8,13,75,107
8,47,55,214
8,38,109,139
8,36,203,167
8,32,152,140
8,26,5,160
8,6,74,104
8,56,57,210
8,4,125,118
8,32,245,150
8,34,71,171
8,36,227,143
8,36,113,156
8,28,73,147
8,38,19,166
8,20,119,116
8,4,249,43
8,42,87,187
8,18,5,119
8,7,175,81
8,14,200,91
8,44,32,210
8,50,57,191
8,50,85,174
8,27,181,127
8,53,235,225
8,47,129,193
8,24,225,114
8,43,93,159
8,32,131,147
8,27,7,138
8,53,128,185
8,30,49,163
8,42,141,168
8,17,177,76
8,43,171,222
8,31,205,130
8,40,40,165
8,17,43,123
8,18,208,101
8,20,165,115
8,5,110,90
8,50,207,206
8,52,31,214
8,4,142,78
8,54,37,246
8,33,97,172
8,29,17,118
8,22,77,124
8,50,215,248
8,47,165,196
8,4,24,110
8,34,22,179
9,56,208,223
9,48,31,190
9,17,225,69
9,52,96,225
9,10,209,52
9,18,31,101
9,10,33,86
9,18,55,93
9,8,144,58
9,44,240,177
9,32,208,129
9,28,71,114
9,10,239,57
9,32,203,103
9,5,123,38
9,12,153,94
9,10,96,73
9,39,191,128
9,4,185,27
9,18,158,71
9,32,135,145
9,10,223,80
9,48,199,157
9,45,224,141
9,23,215,84
9,20,137,85
9,40,15,199
9,50,235,161
9,48,168,196
9,42,168,223
9,26,125,100
9,34,178,114
9,17,215,132
9,34,77,131
9,58,159,228
9,35,144,118
9,19,237,97
9,14,197,60
9,20,11,106
9,18,96,91
9,23,191,111
9,38,111,136
9,6,113,62
9,14,122,77
9,24,55,105
9,12,4,162
9,58,125,202
9,10,241,88
9,44,161,145
9,43,242,133
9,10,61,73
9,49,224,191
9,23,88,97
9,30,44,127
9,37,234,146
9,38,61,145
9,36,231,115
9,32,17,141
9,10,82,140
9,9,169,58
9,45,65,162
9,9,41,105
9,23,167,92
9,16,250,68
9,56,63,250
9,6,82,105
9,36,235,185
9,47,117,166
9,23,192,81
9,28,185,133
9,18,15,139
9,6,144,81
9,30,71,197
9,58,150,195
9,18,48,126
9,51,23,205
9,19,7,123
9,26,8,164
9,44,95,158
9,14,79,109
9,9,13,75
9,4,80,66
9,10,134,102
9,44,33,172
9,52,208,172
9,38,23,164
9,44,136,153
9,29,251,126
9,47,57,215
9,32,109,117
9,38,208,173
9,26,159,168
9,16,99,118
9,13,67,84
9,42,87,186
9,55,175,214
9,42,144,168
9,4,47,70
9,27,10,202
9,10,109,109
9,48,88,214
9,55,161,180
9,32,183,153
9,56,57,212
9,21,167,118
9,51,121,210
9,44,137,200
9,28,77,148
9,54,39,247
9,25,249,88
9,57,115,234
9,33,159,138
9,22,120,116
9,54,187,183
9,18,183,77
9,33,105,169
9,48,32,225
9,31,54,165
9,22,74,124
9,49,78,189
9,33,249,149
9,5,162,94
9,4,211,68
9,5,115,90
9,37,118,156
9,20,215,106
9,15,176,99
9,34,79,167
9,9,181,80
9,29,19,118
9,51,87,179
9,42,225,156
9,50,207,206
9,6,27,111
9,4,83,89
9,48,131,193
10,32,200,103
10,43,167,224
10,32,207,129
10,48,113,167
10,57,208,223
10,6,184,27
10,24,161,94
10,16,192,61
10,12,31,85
10,10,143,59
10,18,224,70
10,32,40,131
10,28,121,100
10,40,238,174
10,4,73,45
10,11,208,52
10,6,123,37
10,24,192,110
10,24,88,96
10,46,239,179
10,16,119,77
10,12,80,141
10,46,160,149
10,52,89,224
10,11,237,57
10,15,63,85
10,36,177,114
10,20,52,96
10,44,239,134
10,40,190,130
10,10,169,58
10,46,32,174
10,19,154,71
10,36,143,119
10,48,113,241
10,24,215,85
10,47,223,144
10,11,223,80
10,28,160,169
10,12,56,73
10,7,111,62
10,30,70,114
10,52,23,205
10,52,233,161
10,40,57,147
10,21,5,106
10,16,97,118
10,35,71,132
10,6,131,119
10,56,63,247
10,21,235,98
10,20,47,125
10,38,232,145
10,46,134,155
10,34,105,119
10,30,185,127
10,11,9,76
10,11,104,102
10,6,113,85
10,48,55,213
10,33,15,141
10,19,26,101
10,24,190,82
10,46,63,160
10,32,55,166
10,40,18,170
10,40,105,139
10,11,35,108
10,12,153,97
10,18,215,133
10,34,135,148
10,8,75,103
10,13,93,76
10,36,78,165
10,10,240,87
10,4,231,35
10,39,207,174
10,6,79,66
10,20,5,124
10,59,121,202
10,22,134,84
10,57,55,213
10,26,51,106
10,27,32,154
10,26,249,89
10,59,149,196
10,58,109,233
10,44,144,171
10,16,77,108
10,40,7,202
10,38,121,158
10,29,6,205
10,56,159,182
10,8,144,80
10,56,185,187
10,59,159,233
10,50,72,188
10,43,225,158
10,8,19,114
10,23,119,119
10,27,9,164
10,16,207,92
10,24,71,126
10,34,249,151
10,51,56,195
10,48,129,195
10,37,229,116
10,5,80,90
10,17,246,70
10,53,125,213
10,43,33,208
10,11,179,79
10,4,200,45
10,50,223,194
10,54,38,246
10,44,137,204
10,48,87,213
10,44,92,157
10,18,13,136
10,11,131,102
10,5,213,67
10,50,165,197
10,41,194,157
10,22,167,118
10,36,19,182
10,16,179,98
10,33,69,203
10,37,235,187
10,50,195,158
10,28,231,118
10,21,47,153
10,54,23,221
10,19,177,78
10,40,48,182
10,33,158,138
10,34,187,150
10,52,207,204
10,49,24,189
10,6,45,70
10,26,103,134
10,30,19,117
11,44,175,224
11,20,31,103
11,47,224,146
11,48,119,168
11,16,5,167
11,22,57,97
11,12,13,76
11,4,80,44
11,33,207,103
11,18,224,135
11,6,129,37
11,32,215,128
11,11,146,61
11,12,39,82
11,20,159,74
11,33,80,200
11,12,213,55
11,16,71,87
11,14,87,143
11,46,135,157
11,8,119,62
11,10,241,58
11,25,167,95
11,40,242,174
11,8,140,120
11,37,184,118
11,6,190,29
11,24,199,115
11,38,237,146
11,56,71,251
11,54,94,225
11,31,71,117
11,12,40,108
11,13,160,98
11,11,175,60
11,4,15,74
11,14,96,80
11,22,48,127
11,16,80,111
11,30,191,130
11,28,126,101
11,43,239,134
11,37,235,118
11,16,124,78
11,22,7,127
11,50,224,190
11,25,221,85
11,16,193,61
11,40,57,148
11,40,111,142
11,46,244,178
11,52,238,163
11,22,9,109
11,23,136,86
11,54,31,222
11,32,43,131
11,56,159,183
11,7,143,76
11,25,95,99
11,28,238,117
11,12,63,75
11,4,230,38
11,11,185,82
11,12,136,99
11,19,230,71
11,47,33,178
11,21,241,98
11,24,71,129
11,58,111,238
11,54,240,226
11,20,47,152
11,24,193,82
11,37,151,124
11,52,207,199
11,41,194,133
11,47,167,154
11,30,16,206
11,57,208,223
11,52,24,205
11,50,168,197
11,49,120,243
11,39,5,159
11,35,19,145
11,17,104,118
11,7,86,67
11,4,205,47
11,4,146,52
11,28,166,168
11,37,78,133
11,24,119,123
11,35,109,122
11,9,17,110
11,47,65,162
11,49,31,191
11,37,239,190
11,40,8,205
11,52,77,189
11,5,88,92
11,48,95,214
11,7,6,89
11,10,227,84
11,7,115,84
11,58,168,222
11,7,54,69
11,26,55,107
11,34,143,149
11,58,189,190
11,32,7,148
11,28,11,164
11,50,199,159
11,9,83,103
11,58,57,215
11,48,61,214
11,44,93,160
11,43,89,188
11,5,221,69
11,10,245,90
11,49,137,198
11,12,109,100
11,32,63,166
11,23,176,118
11,44,149,173
11,53,123,214
11,56,134,190
11,39,127,158
11,48,33,224
11,16,191,99
11,55,46,245
11,53,89,181
11,36,21,189
11,53,62,197
11,40,198,155
11,36,119,175
11,21,183,82
11,41,23,174
11,43,39,213
11,33,160,139
11,54,207,173
11,25,251,87
11,56,249,210
12,16,15,167
12,58,215,223
12,43,184,224
12,8,152,119
12,32,224,130
12,20,40,102
12,15,96,144
12,6,199,28
12,12,223,55
12,30,136,102
12,16,87,111
12,24,200,79
12,17,136,77
12,22,67,94
12,48,175,155
12,31,79,115
12,12,23,74
12,12,157,61
12,26,175,95
12,24,80,128
12,24,207,113
12,19,236,71
12,48,121,170
12,16,201,62
12,6,141,36
12,33,214,103
12,24,225,86
12,17,80,87
12,14,167,99
12,37,191,120
12,21,167,75
12,4,91,43
12,27,175,166
12,46,143,156
12,40,64,147
12,47,40,177
12,23,17,125
12,4,185,46
12,22,23,108
12,14,75,74
12,40,15,203
12,24,146,87
12,42,200,136
12,53,32,205
12,12,49,109
12,47,232,147
12,11,183,62
12,8,126,61
12,26,104,101
12,4,238,38
12,8,16,89
12,36,152,125
12,47,71,164
12,28,17,161
12,11,233,84
12,40,10,162
12,31,199,132
12,7,97,66
12,15,108,79
12,58,63,214
12,32,51,129
12,33,89,200
12,38,247,143
12,58,192,193
12,8,122,85
12,8,176,97
12,12,192,84
12,19,238,134
12,46,48,251
12,14,113,98
12,12,144,98
12,16,223,93
12,11,251,58
12,40,251,172
12,26,65,106
12,21,56,124
12,7,153,76
12,56,77,249
12,37,119,122
12,43,243,132
12,16,9,103
12,50,33,191
12,5,24,74
12,40,114,141
12,37,243,116
12,47,251,181
12,7,67,70
12,9,90,102
12,9,24,111
12,35,151,155
12,32,31,118
12,36,31,188
12,43,241,160
12,40,207,154
12,52,249,163
12,33,72,165
12,13,51,84
12,43,95,186
