frame,z,y,x
3,46,110,169
3,6,131,82
3,15,173,92
3,27,191,122
3,24,81,150
3,13,117,74
3,29,148,128
3,39,222,166
3,57,216,191
3,27,124,107
3,9,207,59
3,51,130,211
3,58,167,202
3,10,162,66
3,34,178,145
3,12,32,114
3,24,87,99
3,6,56,101
3,53,95,221
3,41,111,182
3,16,107,109
3,9,80,111
3,32,183,163
3,46,168,199
3,36,207,149
3,48,151,198
3,55,151,249
3,27,122,135
3,27,233,142
3,22,164,121
3,28,167,143
3,55,212,214
3,24,42,157
3,42,146,185
3,13,93,66
3,14,149,104
3,12,217,94
3,30,61,162
3,31,13,174
3,18,19,144
3,54,171,219
3,18,67,119
3,50,53,229
3,24,134,164
3,7,154,86
3,12,194,103
3,48,73,210
3,18,185,108
3,6,70,131
3,7,233,82
3,41,69,205
3,28,207,167
3,7,162,120
3,15,42,144
3,7,205,104
3,58,206,247
3,30,94,167
3,34,32,176
3,51,247,233
3,42,107,230
3,36,24,226
3,15,241,101
3,50,22,229
3,35,151,199
3,38,146,168
3,26,59,189
4,44,10,186
4,22,110,91
4,54,141,187
4,24,187,95
4,28,62,120
4,13,15,95
4,17,145,83
4,40,100,150
4,56,65,210
4,29,157,105
4,31,246,115
4,12,237,66
4,49,171,167
4,53,111,188
4,38,52,147
4,32,96,129
4,23,54,105
4,26,7,133
4,46,218,155
4,24,29,118
4,6,103,66
4,13,40,91
4,5,71,67
4,34,14,157
4,39,127,143
4,31,50,131
4,31,221,111
4,50,197,168
4,56,194,193
4,48,16,203
4,39,151,138
4,38,201,129
4,45,68,163
4,8,166,55
4,39,229,131
4,5,224,55
4,43,64,174
4,46,28,182
4,37,131,159
4,50,47,200
4,38,80,147
4,50,150,173
4,32,213,136
4,16,199,73
4,44,185,150
4,25,83,150
4,54,247,188
4,17,176,75
4,19,231,81
4,56,26,218
4,53,220,182
4,35,34,153
4,58,43,228
4,45,47,179
4,47,116,175
4,10,134,62
4,12,81,80
4,32,175,114
4,25,65,144
4,27,192,124
4,7,134,85
4,14,117,78
4,17,74,91
4,52,192,210
4,25,234,122
4,35,225,167
4,29,126,113
4,12,6,130
4,30,150,137
4,41,224,171
4,47,108,202
4,14,34,117
4,11,212,63
4,25,93,104
4,23,165,125
4,54,93,223
4,36,177,150
4,16,175,99
4,7,58,103
4,10,84,114
4,12,163,70
4,29,172,143
4,16,107,111
4,52,133,219
4,34,193,167
4,43,116,186
4,50,156,203
4,43,150,190
4,57,217,218
4,27,127,139
4,37,210,154
4,19,21,144
4,12,217,93
4,47,171,203
4,45,207,181
4,56,133,242
4,15,150,107
4,32,16,175
4,24,138,166
4,37,75,183
4,18,64,122
4,31,107,148
4,26,43,161
4,25,35,160
4,31,63,168
4,51,48,239
4,28,235,146
4,48,77,216
4,19,188,120
4,56,178,224
4,9,156,90
4,43,66,209
4,16,40,149
4,7,72,135
4,10,178,124
4,9,185,91
4,6,209,105
4,13,199,105
4,9,238,91
4,30,97,171
4,40,29,239
4,43,107,237
4,35,38,178
4,44,41,216
4,52,250,238
4,20,214,113
4,37,165,202
4,38,149,171
4,16,243,108
4,21,89,128
4,50,20,236
4,27,63,194
5,45,11,189
5,27,193,99
5,58,67,217
5,29,163,104
5,5,41,67
5,55,141,191
5,17,147,83
5,23,114,91
5,50,172,171
5,42,101,154
5,14,18,95
5,39,51,150
5,54,111,190
5,13,238,65
5,29,63,120
5,24,55,105
5,34,97,132
5,58,197,198
5,25,31,118
5,7,107,65
5,47,220,157
5,14,44,92
5,49,14,206
5,28,7,135
5,41,129,147
5,6,74,67
5,46,25,182
5,46,69,166
5,35,13,158
5,51,199,168
5,40,232,131
5,32,50,133
5,40,153,140
5,38,128,160
5,9,175,57
5,52,47,203
5,6,223,55
5,39,206,132
5,45,64,180
5,32,222,112
5,33,219,138
5,39,80,150
5,51,151,178
5,20,235,83
5,18,179,77
5,57,28,219
5,18,203,74
5,11,139,62
5,45,187,153
5,54,221,185
5,19,77,92
5,33,177,117
5,28,197,127
5,36,35,158
5,15,119,78
5,52,194,208
5,46,46,181
5,14,36,116
5,7,138,86
5,13,83,82
5,25,235,122
5,54,96,229
5,23,169,124
5,11,214,64
5,18,177,102
5,31,129,116
5,49,109,206
5,50,157,206
5,37,182,151
5,41,228,172
5,44,114,190
5,35,193,168
5,35,229,167
5,31,145,137
5,53,137,220
5,29,174,144
5,26,94,106
5,17,110,108
5,13,9,131
5,11,87,111
5,26,62,146
5,9,60,104
5,23,85,146
5,13,165,73
5,44,152,190
5,47,170,203
5,57,221,217
5,38,213,153
5,7,48,79
5,13,219,91
5,5,199,78
5,56,135,244
5,20,22,145
5,26,36,163
5,28,122,138
5,6,94,98
5,32,16,174
5,16,151,109
5,44,66,214
5,57,182,227
5,46,209,182
5,16,41,144
5,19,66,122
5,5,119,99
5,23,125,118
5,23,140,162
5,9,161,94
5,48,76,222
5,29,238,145
5,31,62,169
5,11,239,94
5,33,108,157
5,10,188,93
5,52,48,242
5,15,200,103
5,52,231,198
5,13,186,128
5,9,74,138
5,41,28,246
5,45,40,218
5,38,157,204
5,36,43,179
5,29,89,172
5,22,90,125
5,44,111,239
5,21,218,113
5,39,148,170
5,17,248,106
5,28,65,195
6,46,16,191
6,28,196,97
6,19,154,82
6,6,49,67
6,56,145,189
6,44,109,156
6,31,169,105
6,24,118,91
6,55,116,193
6,6,21,81
6,14,242,63
6,51,179,172
6,15,23,95
6,40,58,150
6,46,27,179
6,25,62,104
6,47,227,154
6,16,50,90
6,35,104,131
6,26,37,117
6,41,156,139
6,43,136,148
6,29,14,134
6,9,113,65
6,31,70,119
6,34,55,133
6,7,81,66
6,35,16,155
6,46,68,180
6,41,234,130
6,50,24,208
6,40,87,150
6,46,76,167
6,51,204,167
6,39,132,161
6,53,54,205
6,40,211,130
6,19,206,74
6,11,182,56
6,7,230,55
6,34,224,139
6,33,226,111
6,19,183,76
6,52,156,176
6,57,39,218
6,20,82,90
6,22,241,83
6,12,146,60
6,47,49,182
6,35,181,118
6,45,192,151
6,54,228,182
6,37,36,156
6,29,200,128
6,16,41,117
6,19,179,103
6,24,170,124
6,16,126,76
6,55,103,228
6,13,216,60
6,37,189,148
6,32,135,115
6,6,203,48
6,18,115,106
6,7,143,84
6,42,233,170
6,29,101,109
6,27,239,121
6,31,149,138
6,9,69,102
6,51,162,204
6,12,93,109
6,15,172,71
6,26,64,140
6,30,175,146
6,14,9,129
6,29,124,139
6,44,156,193
6,27,43,160
6,22,93,145
6,54,147,220
6,22,26,141
6,6,100,98
6,39,217,152
6,17,156,107
6,15,226,88
6,6,210,76
6,32,20,174
6,48,176,202
6,35,200,164
6,58,187,226
6,46,208,180
6,57,227,217
6,16,40,143
6,34,113,155
6,5,124,100
6,31,61,166
6,20,73,119
6,43,72,216
6,23,128,117
6,11,168,91
6,30,244,145
6,14,189,127
6,11,196,87
6,53,57,248
6,49,81,221
6,24,143,162
6,12,244,91
6,21,202,121
6,16,203,96
6,5,230,81
6,31,220,173
6,46,43,215
6,10,81,134
6,42,35,247
6,22,93,124
6,40,167,209
6,29,91,169
6,37,46,179
6,46,116,241
6,21,223,111
6,40,151,171
6,29,69,193
7,48,17,195
7,29,200,98
7,56,144,190
7,56,117,194
7,20,156,85
7,15,243,64
7,24,120,92
7,45,111,160
7,42,59,154
7,7,50,68
7,16,25,97
7,52,181,175
7,32,172,108
7,32,74,123
7,36,107,133
7,8,24,84
7,48,231,155
7,26,5,132
7,26,64,107
7,8,86,69
7,30,15,137
7,47,27,182
7,17,52,93
7,11,115,69
7,41,237,130
7,43,135,149
7,28,39,122
7,48,77,170
7,6,5,69
7,36,57,137
7,42,158,141
7,51,206,167
7,54,54,206
7,47,71,182
7,42,89,155
7,51,28,208
7,41,137,161
7,37,18,159
7,21,210,77
7,41,216,133
7,58,39,218
7,21,187,80
7,53,157,177
7,35,224,140
7,12,186,58
7,38,5,195
7,34,229,113
7,36,185,120
7,46,198,152
7,23,242,85
7,6,161,54
7,21,83,93
7,54,206,210
7,15,150,66
7,55,230,183
7,48,53,187
7,42,233,174
7,16,41,118
7,30,199,127
7,20,183,107
7,17,129,78
7,15,218,65
7,33,141,117
7,52,165,206
7,25,174,129
7,55,151,221
7,19,119,110
7,55,108,229
7,9,146,87
7,30,104,112
7,27,241,126
7,32,151,140
7,8,206,50
7,16,175,74
7,26,67,140
7,37,190,150
7,11,72,105
7,35,200,168
7,30,174,144
7,45,163,196
7,5,172,78
7,17,232,93
7,28,45,161
7,40,220,152
7,31,128,141
7,14,97,114
7,8,103,104
7,18,159,109
7,58,229,218
7,47,211,183
7,17,43,145
7,7,211,77
7,32,22,174
7,49,179,208
7,32,64,167
7,31,246,146
7,22,30,143
7,35,113,155
7,50,86,220
7,19,70,121
7,17,206,103
7,24,130,119
7,7,127,100
7,24,97,152
7,22,200,125
7,12,172,91
7,13,200,88
7,54,56,250
7,11,82,137
7,41,166,212
7,7,234,88
7,46,52,215
7,25,145,162
7,38,48,181
7,31,92,167
7,43,31,248
7,47,118,243
7,23,94,127
7,22,223,111
7,30,69,194
7,41,184,179
8,50,21,200
8,30,201,101
8,57,146,194
8,21,161,90
8,57,120,199
8,17,5,119
8,46,114,165
8,15,245,65
8,33,174,112
8,7,54,71
8,31,16,141
8,43,64,158
8,16,28,99
8,37,108,138
8,25,120,99
8,17,7,101
8,27,6,138
8,53,184,180
8,9,27,87
8,36,58,141
8,44,137,153
8,33,77,126
8,17,53,93
8,9,88,72
8,26,67,111
8,49,236,160
8,48,31,187
8,12,121,73
8,42,241,132
8,49,85,175
8,55,58,210
8,6,141,56
8,43,159,145
8,29,42,128
8,52,207,171
8,9,237,57
8,21,189,81
8,43,220,138
8,35,228,143
8,48,75,185
8,7,11,72
8,22,213,81
8,35,231,116
8,41,141,167
8,13,192,60
8,43,93,160
8,52,29,214
8,38,20,168
8,43,32,167
8,24,245,89
8,47,200,155
8,54,161,183
8,37,188,124
8,16,155,70
8,6,164,56
8,55,232,185
8,39,8,201
8,53,128,186
8,22,89,96
8,49,57,191
8,43,235,177
8,16,92,88
8,30,204,130
8,55,204,217
8,56,155,227
8,8,210,50
8,34,143,120
8,17,43,123
8,10,149,93
8,15,221,66
8,35,204,166
8,56,110,233
8,21,190,108
8,31,107,117
8,16,11,132
8,18,135,83
8,28,244,127
8,5,73,104
8,32,153,141
8,26,179,127
8,54,171,210
8,46,131,193
8,30,175,147
8,6,174,81
8,30,51,163
8,41,221,156
8,5,41,98
8,20,118,115
8,37,191,153
8,46,164,196
8,12,76,109
8,32,132,147
8,27,74,147
8,49,206,205
8,24,33,146
8,15,99,119
8,8,212,80
8,8,105,111
8,19,165,115
8,32,247,149
8,36,115,155
8,8,128,105
8,13,200,91
8,48,215,189
8,34,70,170
8,48,222,188
8,21,77,124
8,17,209,102
8,51,91,223
8,19,47,150
8,25,100,161
8,24,132,123
8,26,97,151
8,8,239,89
8,12,174,96
8,9,76,139
8,46,55,213
8,39,51,183
8,33,98,171
8,42,169,218
8,26,155,169
8,23,226,114
8,25,100,132
8,25,5,199
8,29,70,196
8,46,117,241
8,42,157,178
8,42,184,177
9,50,25,205
9,31,203,102
9,58,148,194
9,23,166,93
9,58,125,201
9,33,75,130
9,46,117,164
9,18,7,121
9,34,179,114
9,16,250,67
9,28,9,141
9,26,124,100
9,44,67,160
9,17,31,101
9,37,111,136
9,10,33,87
9,19,10,105
9,54,186,183
9,32,18,141
9,18,55,94
9,10,95,73
9,44,139,153
9,38,61,145
9,9,59,72
9,55,58,212
9,28,71,113
9,47,30,189
9,14,124,77
9,44,164,146
9,50,238,161
9,10,241,58
9,51,85,178
9,44,224,141
9,30,45,128
9,42,243,133
9,8,144,58
9,22,192,80
9,14,196,60
9,23,216,83
9,52,207,172
9,44,36,171
9,5,114,62
9,42,145,168
9,18,158,72
9,38,22,164
9,49,76,187
9,36,233,146
9,18,96,90
9,35,231,114
9,55,163,182
9,48,199,157
9,25,250,90
9,38,190,128
9,43,95,159
9,8,169,57
9,52,29,219
9,9,210,51
9,31,208,129
9,57,233,190
9,55,210,219
9,11,155,94
9,27,185,133
9,57,160,230
9,50,60,194
9,19,137,83
9,39,12,200
9,8,13,75
9,17,225,68
9,32,109,117
9,44,240,177
9,46,130,191
9,13,79,109
9,18,47,126
9,17,14,138
9,39,198,155
9,37,210,173
9,25,7,164
9,21,123,114
9,8,180,80
9,54,175,213
9,34,143,117
9,22,192,111
9,19,239,98
9,5,82,104
9,5,145,81
9,30,53,165
9,8,41,104
9,27,77,148
9,32,159,138
9,10,109,108
9,32,134,144
9,25,35,152
9,9,222,80
9,48,168,195
9,49,225,190
9,31,181,153
9,34,25,181
9,9,132,102
9,20,168,117
9,16,101,118
9,50,208,206
9,19,214,107
9,34,78,168
9,15,204,92
9,36,116,155
9,32,250,147
9,41,88,185
9,5,28,112
9,9,242,89
9,55,63,250
9,17,215,131
9,20,52,155
9,25,102,162
9,14,178,98
9,25,134,124
9,46,118,237
9,46,57,214
9,10,79,140
9,47,86,213
9,26,160,168
9,39,54,182
9,26,8,201
9,33,105,168
9,41,168,218
9,24,230,117
9,25,104,133
9,30,68,197
9,43,187,178
9,42,164,180
9,29,19,119
10,52,22,204
10,32,199,103
10,58,148,195
10,24,162,93
10,34,70,131
10,20,5,123
10,45,134,154
10,47,116,165
10,56,186,187
10,35,177,114
10,17,247,69
10,27,120,99
10,13,92,76
10,19,27,101
10,39,107,138
10,20,53,96
10,29,69,113
10,51,84,178
10,45,62,160
10,32,14,142
10,11,30,85
10,46,161,149
10,11,55,72
10,57,56,214
10,39,56,146
10,45,34,173
10,15,193,60
10,15,119,77
10,23,190,81
10,46,222,144
10,48,26,189
10,43,239,133
10,51,236,161
10,11,238,58
10,53,203,172
10,7,112,62
10,31,40,130
10,10,145,59
10,55,159,183
10,38,232,144
10,36,230,115
10,43,143,169
10,24,89,95
10,50,74,189
10,24,214,84
10,39,19,168
10,40,189,130
10,5,79,66
10,44,92,158
10,53,26,219
10,57,229,188
10,19,155,71
10,29,185,127
10,26,250,90
10,57,209,218
10,50,195,158
10,10,172,57
10,32,208,129
10,51,57,196
10,21,134,83
10,11,208,53
10,18,222,69
10,23,193,110
10,34,105,120
10,55,170,216
10,19,178,78
10,39,239,173
10,32,157,138
10,39,7,202
10,40,197,155
10,10,180,79
10,15,76,108
10,20,45,125
10,46,239,179
10,18,14,136
10,7,74,103
10,36,140,120
10,11,156,97
10,33,187,150
10,5,183,28
10,10,222,80
10,50,164,196
10,23,116,120
10,26,11,163
10,29,77,149
10,21,237,99
10,7,145,80
10,33,137,147
10,26,31,154
10,11,105,102
10,10,36,107
10,38,208,174
10,51,206,204
10,35,78,166
10,16,100,118
10,21,166,118
10,52,90,222
10,6,112,86
10,55,63,247
10,31,58,166
10,20,213,107
10,10,131,103
10,10,241,87
10,15,180,98
10,23,75,127
10,18,212,132
10,16,205,91
10,20,47,153
10,48,83,212
10,42,85,184
10,27,160,169
10,8,20,114
10,12,84,140
10,5,132,119
10,47,55,212
10,43,166,222
10,27,230,118
10,26,101,160
10,47,117,242
10,42,34,207
10,32,66,202
10,33,109,172
10,44,190,180
10,25,101,133
10,43,162,183
11,52,25,204
11,32,206,103
11,36,78,134
11,24,167,94
11,21,7,126
11,46,136,157
11,20,32,103
11,57,187,191
11,31,7,148
11,28,125,101
11,12,63,73
11,14,96,79
11,48,119,168
11,21,57,96
11,39,58,149
11,53,89,182
11,30,71,116
11,11,39,80
11,22,9,110
11,57,60,217
11,36,184,118
11,40,110,141
11,10,241,58
11,46,165,152
11,15,194,60
11,34,18,145
11,11,146,61
11,8,119,62
11,49,29,191
11,46,67,160
11,46,224,145
11,42,240,134
11,52,241,164
11,25,95,98
11,37,236,118
11,16,124,78
11,56,162,186
11,23,194,81
11,24,219,85
11,53,206,173
11,32,44,131
11,43,147,173
11,43,92,160
11,20,159,74
11,6,86,67
11,51,76,189
11,37,236,146
11,46,34,176
11,41,26,175
11,50,200,160
11,6,7,88
11,30,191,130
11,55,133,191
11,58,112,238
11,11,177,60
11,58,232,191
11,31,214,129
11,53,28,221
11,41,194,133
11,36,150,125
11,52,62,197
11,46,246,178
11,22,136,85
11,23,200,114
11,11,213,55
11,18,229,71
11,49,140,198
11,21,48,127
11,20,182,82
11,35,109,122
11,10,186,82
11,57,170,219
11,5,89,92
11,39,199,155
11,6,142,76
11,5,188,28
11,33,162,140
11,13,159,98
11,39,243,173
11,50,167,197
11,52,208,200
11,16,80,111
11,20,243,99
11,39,13,205
11,11,12,76
11,6,115,84
11,30,83,152
11,12,109,100
11,9,82,103
11,24,119,123
11,9,228,83
11,34,141,149
11,17,105,118
11,28,13,163
11,32,64,167
11,27,34,157
11,37,211,172
11,50,227,190
11,20,47,152
11,23,70,129
11,11,41,107
11,36,22,189
11,33,186,153
11,11,136,98
11,36,83,171
11,16,213,91
11,10,245,90
11,20,218,106
11,52,93,227
11,22,178,118
11,7,140,119
11,27,135,127
11,15,193,99
11,18,224,135
11,27,165,167
11,27,114,159
11,42,88,187
11,8,19,110
11,48,92,214
11,40,49,187
11,47,59,213
11,36,242,190
11,13,83,142
11,49,122,243
11,35,119,176
11,27,238,117
11,32,79,199
11,43,40,214
11,29,15,206
11,44,168,182
11,26,103,134
11,54,44,245
11,43,173,224
12,52,31,205
12,12,53,81
12,25,176,95
12,37,86,134
12,33,213,103
12,22,17,124
12,13,75,73
12,29,136,101
12,5,155,53
12,15,108,79
12,31,14,147
12,20,41,103
12,22,22,107
12,48,125,168
12,39,63,147
12,21,66,94
12,53,98,181
12,45,143,156
12,58,192,193
12,30,79,113
12,39,116,140
12,52,7,205
12,37,191,120
12,15,201,61
12,54,5,230
12,46,231,146
12,57,64,215
12,35,25,146
12,37,245,116
12,46,72,162
12,25,107,100
12,17,136,78
12,23,201,78
12,42,244,132
12,8,127,61
12,44,153,173
12,56,166,184
12,21,168,75
12,50,34,191
12,6,98,65
12,54,213,175
12,47,176,153
12,25,228,86
12,51,208,160
12,37,246,143
12,32,52,128
12,46,41,176
12,43,99,157
12,56,140,195
12,51,82,188
12,11,185,61
12,8,19,88
12,53,37,219
12,5,214,49
12,52,69,198
12,18,235,71
12,58,115,241
12,32,222,130
12,42,200,136
12,58,240,191
12,30,200,132
12,24,208,113
12,23,146,86
12,12,223,56
12,58,214,220
12,5,25,75
12,41,31,175
12,39,10,162
12,21,189,82
12,20,57,124
12,6,152,76
12,16,89,111
12,36,118,122
12,11,194,84
12,56,177,217
12,35,155,126
12,20,249,98
12,5,199,28
12,24,128,122
12,39,208,153
12,49,149,197
12,5,97,88
12,10,234,84
12,43,241,159
12,14,167,98
12,8,92,102
12,28,18,161
12,39,11,204
12,38,219,173
12,33,172,145
12,7,123,85
12,11,49,109
12,51,214,199
12,13,113,97
12,39,19,204
12,49,178,198
12,5,228,75
12,30,91,155
12,17,116,117
12,32,74,165
12,34,150,155
12,24,79,128
12,21,58,148
12,15,222,93
12,52,188,218
12,56,75,248
12,37,97,172
12,28,44,158
12,20,227,109
12,27,124,159
12,12,144,97
12,42,95,185
12,22,180,118
12,22,187,118
12,5,148,89
12,52,99,229
12,8,23,111
12,18,235,134
12,16,11,168
12,26,173,166
12,37,243,190
12,15,199,100
12,14,92,145
12,7,152,118
12,46,69,214
12,43,46,210
12,32,89,200
12,35,123,180
12,42,186,220
12,30,23,205
12,48,106,214
12,27,114,134
12,44,177,184
12,53,48,242
12,48,124,237
13,52,35,202
13,12,56,81
13,13,85,71
13,32,217,100
13,29,143,98
13,25,181,93
13,47,131,164
13,22,22,120
13,19,47,97
13,5,162,49
13,52,103,177
13,15,117,75
13,39,122,137
13,39,69,144
13,51,11,201
13,44,150,150
13,57,198,194
13,30,81,113
13,21,71,91
13,57,69,212
13,36,196,118
13,36,84,133
13,31,17,143
13,49,38,186
13,34,29,140
13,22,31,102
13,45,80,162
13,23,207,76
13,17,142,75
13,6,106,61
13,7,73,62
13,15,209,59
13,36,98,127
13,46,237,143
13,53,217,173
13,8,136,57
13,25,111,95
13,32,57,125
13,51,214,160
13,24,234,81
13,47,182,153
13,44,160,171
13,51,87,184
13,53,9,227
13,55,171,184
13,21,176,72
13,10,193,56
13,53,40,217
13,40,36,171
13,52,75,196
13,42,203,135
13,42,105,152
13,46,45,172
13,56,143,192
13,8,24,84
13,30,208,128
13,58,243,191
13,38,15,157
13,58,120,237
13,32,230,129
13,18,241,66
13,5,32,71
13,11,230,51
13,23,153,83
13,23,213,113
13,20,62,119
13,20,195,79
13,43,7,178
13,57,217,221
13,5,106,86
13,5,161,69
13,56,185,216
13,37,225,168
13,16,97,106
13,24,133,117
13,10,241,80
13,35,157,119
13,5,210,24
13,12,174,90
13,10,199,80
13,35,121,119
13,39,212,150
13,51,219,199
13,43,248,162
13,27,22,157
13,8,102,96
