frame,z,y,x
0,36,128,135
0,36,131,155
0,36,130,162
0,36,135,132
0,36,137,162
0,36,139,171
0,36,145,166
0,36,204,122
0,36,211,119
0,36,219,120
0,37,165,160
0,38,242,197
0,38,250,196
0,38,248,204
0,40,54,149
0,40,54,160
0,40,60,153
0,40,63,161
0,40,108,169
0,40,128,181
0,40,127,189
0,40,137,179
0,40,175,183
0,44,54,180
0,43,108,161
0,44,198,144
0,44,205,142
0,44,209,150
0,46,139,162
0,47,146,162
0,48,26,220
0,48,33,221
0,48,37,228
0,48,39,220
0,48,46,219
0,48,96,173
0,48,102,167
0,48,102,177
0,48,109,167
0,48,109,176
0,48,178,156
0,48,179,164
0,48,184,153
0,48,185,161
0,48,191,153
0,48,191,158
0,48,190,166
0,48,197,161
0,48,225,187
0,48,230,194
0,48,231,183
0,48,238,190
0,50,189,249
0,52,156,207
0,53,155,216
0,52,164,208
0,52,163,217
0,53,118,235
0,54,95,187
0,54,97,194
0,54,102,187
0,56,132,194
0,55,43,217
0,55,105,193
0,56,138,221
0,56,138,228
0,56,144,218
0,56,144,227
0,56,151,219
0,56,151,226
0,8,11,84
0,15,228,96
0,20,27,106
0,32,37,187
0,58,10,225
0,4,51,98
0,24,80,194
0,31,246,149
0,36,86,99
0,36,94,98
0,37,245,153
0,40,173,147
0,40,176,140
0,41,179,146
0,47,17,223
0,47,82,148
0,47,86,146
0,49,228,168
0,52,26,207
0,54,146,249
0,56,251,223
0,58,177,166
0,59,181,173
0,58,184,164
0,59,189,171
0,38,166,115
0,47,160,120
0,6,49,107
0,6,55,107
0,6,144,46
0,3,148,108
0,6,150,41
0,6,156,42
0,4,225,77
0,4,224,82
0,4,225,88
0,4,230,77
0,4,231,82
0,4,231,88
0,23,251,90
0,41,7,174
0,44,11,190
0,43,239,153
0,47,137,125
0,47,138,129
0,47,140,125
0,47,152,122
0,48,102,68
0,48,110,60
0,48,110,68
0,48,116,64
0,48,116,70
0,48,118,58
0,48,124,60
0,48,124,66
0,48,132,58
0,48,132,64
0,48,134,52
0,48,134,70
0,48,138,62
0,48,140,56
0,48,142,68
0,48,144,62
0,48,148,54
0,48,150,60
0,48,150,66
0,48,156,56
0,48,156,62
0,48,158,68
0,48,164,60
0,48,166,50
0,48,166,66
0,48,170,60
0,48,172,54
0,48,174,66
0,48,176,60
0,48,180,54
0,48,182,60
0,48,190,52
0,48,190,58
0,48,198,52
0,48,198,58
0,48,206,52
0,52,222,140
0,53,32,250
0,59,101,249
1,29,199,163
1,35,217,159
1,16,144,79
1,11,78,68
1,46,191,198
1,34,141,193
1,49,211,175
1,53,210,210
1,13,95,66
1,14,104,107
1,18,103,89
1,15,112,80
1,40,112,187
1,41,100,224
1,41,112,223
1,14,143,99
1,18,116,113
1,27,43,123
1,26,127,102
1,29,223,136
1,43,143,188
1,10,162,63
1,22,61,142
1,26,55,176
1,15,74,84
1,29,166,143
1,11,190,97
1,16,41,92
1,23,88,160
1,25,222,110
1,33,29,146
1,46,50,200
1,51,142,176
1,5,64,126
1,5,223,57
1,9,31,110
1,10,207,88
1,11,211,96
1,12,216,87
1,14,29,138
1,13,37,147
1,14,39,136
1,14,161,90
1,13,170,85
1,13,171,95
1,13,193,72
1,13,196,61
1,13,219,98
1,14,212,68
1,15,64,84
1,15,172,72
1,15,221,78
1,15,223,66
1,17,174,108
1,17,178,98
1,17,181,108
1,17,188,106
1,19,53,100
1,19,55,91
1,21,158,114
1,21,166,108
1,21,167,117
1,21,179,85
1,21,186,93
1,21,189,81
1,21,192,90
1,22,54,135
1,23,77,145
1,23,39,154
1,23,76,137
1,23,80,158
1,23,79,150
1,23,85,134
1,23,84,94
1,23,88,140
1,23,89,149
1,23,91,128
1,24,93,91
1,23,93,100
1,24,122,163
1,23,134,161
1,23,200,76
1,23,206,73
1,23,215,74
1,25,46,186
1,25,53,188
1,25,62,186
1,25,115,101
1,25,183,116
1,25,189,126
1,25,192,117
1,26,113,135
1,26,123,133
1,27,148,94
1,27,157,92
1,27,153,102
1,27,162,100
1,29,48,166
1,29,56,163
1,29,97,166
1,29,100,157
1,29,169,106
1,29,178,100
1,29,177,111
1,29,183,107
1,33,43,135
1,34,72,133
1,35,190,119
1,35,198,118
1,35,204,121
1,38,62,193
1,39,72,188
1,40,180,183
1,45,71,197
1,46,163,194
1,45,168,202
1,45,172,193
1,46,72,204
1,46,82,202
1,47,149,200
1,47,161,160
1,47,171,161
1,49,120,210
1,49,127,216
1,50,127,203
1,49,134,213
1,49,135,205
1,49,176,209
1,49,184,211
1,50,224,198
1,58,74,230
1,58,154,222
1,32,29,175
1,53,28,211
1,55,175,188
1,2,170,46
1,45,99,198
1,25,66,114
1,37,145,174
1,41,54,167
1,41,63,154
1,46,36,176
1,49,106,175
1,57,137,198
1,5,53,98
1,5,147,113
1,5,157,112
1,6,182,84
1,2,31,62
1,8,33,80
1,8,36,86
1,8,39,80
1,8,41,71
1,8,45,87
1,8,47,77
1,8,73,106
1,8,75,113
1,8,77,100
1,8,80,106
1,8,81,113
1,5,87,93
1,8,88,105
1,8,88,112
1,8,119,56
1,8,121,62
1,8,124,50
1,8,125,56
1,8,128,62
1,8,133,49
1,8,133,56
1,8,197,53
1,8,203,46
1,8,206,54
1,12,109,65
1,12,116,64
1,12,121,69
1,16,54,115
1,16,56,122
1,16,57,108
1,16,61,115
1,16,63,123
1,16,64,106
1,16,67,114
1,16,70,121
1,16,72,107
1,16,74,114
1,16,200,109
1,16,204,100
1,16,203,116
1,16,209,107
1,16,212,114
1,16,248,115
1,20,25,104
1,20,26,113
1,20,30,100
1,21,32,110
1,24,28,151
1,24,29,161
1,24,51,111
1,24,55,118
1,24,56,107
1,24,62,120
1,24,63,104
1,24,223,74
1,25,71,109
1,28,88,120
1,28,92,112
1,28,94,120
1,28,101,111
1,28,102,118
1,28,100,124
1,28,133,131
1,28,139,126
1,28,139,135
1,28,147,125
1,28,147,133
1,28,156,138
1,28,156,147
1,28,205,108
1,28,210,101
1,28,241,103
1,30,102,147
1,30,109,147
1,32,177,133
1,32,178,140
1,32,179,147
1,32,182,158
1,32,182,168
1,32,184,138
1,36,10,226
1,36,16,221
1,36,16,229
1,36,22,219
1,36,23,227
1,36,28,217
1,36,28,224
1,36,83,131
1,36,83,138
1,36,88,127
1,36,90,134
1,37,90,142
1,36,96,126
1,36,100,132
1,37,99,139
1,36,116,134
1,36,119,155
1,36,122,129
1,37,122,138
1,36,126,153
1,37,124,162
1,37,128,133
1,36,139,126
1,37,142,133
1,36,144,122
1,36,148,129
1,36,152,122
1,36,156,129
1,36,220,121
1,37,133,161
1,37,133,133
1,37,144,167
1,37,150,135
1,38,170,162
1,39,250,202
1,40,64,162
1,40,105,177
1,40,111,172
1,41,63,168
1,44,47,173
1,44,110,161
1,44,199,171
1,44,204,144
1,45,204,153
1,44,210,143
1,44,210,152
1,44,216,145
1,44,216,153
1,46,29,178
1,48,24,225
1,48,30,219
1,48,37,189
1,48,38,197
1,48,37,218
1,48,37,225
1,48,43,186
1,48,43,216
1,48,43,222
1,48,42,229
1,48,50,188
1,48,49,216
1,48,49,223
1,48,49,230
1,48,56,219
1,48,57,227
1,48,143,162
1,48,151,161
1,48,153,168
1,48,181,162
1,48,186,157
1,48,186,166
1,48,192,155
1,48,192,162
1,48,192,169
1,48,199,156
1,48,200,164
1,48,232,191
1,48,237,186
1,48,237,193
1,48,245,185
1,48,245,192
1,52,93,215
1,52,84,217
1,52,86,225
1,52,92,224
1,52,98,221
1,52,134,181
1,52,156,209
1,53,157,217
1,52,162,207
1,53,163,216
1,53,169,213
1,55,126,188
1,54,134,187
1,55,101,194
1,56,39,217
1,56,45,214
1,56,45,222
1,56,51,211
1,56,51,218
1,56,54,204
1,56,57,212
1,56,61,201
1,56,64,209
1,56,68,202
1,56,104,200
1,56,110,196
1,56,176,197
1,56,207,191
1,56,215,192
1,32,37,189
1,41,229,133
1,50,195,249
1,6,229,74
1,5,230,81
1,9,12,85
1,15,15,135
1,15,229,93
1,15,230,100
1,15,236,99
1,31,248,146
1,31,250,151
1,37,89,101
1,41,181,143
1,47,87,149
1,53,117,229
1,54,121,235
1,54,123,229
1,54,142,249
1,55,147,249
1,58,7,228
1,58,14,228
1,59,187,173
1,59,204,244
1,39,176,117
1,36,78,104
1,6,84,89
1,6,90,86
1,6,96,88
1,6,146,48
1,6,150,42
1,4,140,86
1,3,134,75
1,6,156,40
1,6,162,39
1,16,52,170
1,16,58,172
1,16,58,176
1,16,62,173
1,24,80,198
1,34,80,162
1,38,122,101
1,38,169,115
1,39,26,196
1,41,10,176
1,44,246,152
1,47,27,194
1,47,137,132
1,47,140,132
1,48,160,120
1,48,164,118
1,48,164,123
1,48,118,62
1,48,118,68
1,48,126,60
1,48,126,68
1,48,134,56
1,48,134,62
1,48,134,68
1,48,140,60
1,48,142,52
1,48,142,66
1,48,150,54
1,48,150,60
1,48,158,58
1,48,166,52
1,48,166,58
1,48,174,52
1,48,174,58
1,48,182,54
1,48,182,60
1,48,190,52
1,53,34,250
2,36,221,163
2,48,207,177
2,53,211,211
2,12,191,93
2,29,204,164
2,18,147,82
2,36,147,193
2,45,185,192
2,5,34,68
2,13,39,89
2,12,80,68
2,14,96,63
2,27,51,187
2,26,63,185
2,31,171,143
2,30,222,137
2,33,45,133
2,39,112,183
2,39,119,178
2,43,107,225
2,43,118,224
2,51,187,209
2,27,220,110
2,27,125,104
2,13,164,66
2,14,74,81
2,11,200,60
2,26,154,91
2,30,181,108
2,46,48,202
2,49,129,207
2,19,51,99
2,18,118,112
2,34,30,147
2,54,131,194
2,7,62,125
2,7,60,133
2,7,70,134
2,7,72,124
2,7,152,117
2,7,162,116
2,9,78,109
2,9,82,116
2,9,86,105
2,13,117,76
2,13,119,67
2,13,218,98
2,15,141,69
2,15,138,101
2,15,150,106
2,15,151,97
2,15,162,93
2,15,169,83
2,15,170,93
2,15,175,95
2,15,195,74
2,16,219,77
2,17,228,73
2,19,103,87
2,20,112,83
2,21,160,120
2,21,169,118
2,22,59,142
2,23,66,144
2,23,180,86
2,23,191,83
2,23,189,94
2,23,208,74
2,25,56,117
2,26,64,108
2,24,133,166
2,28,110,137
2,26,118,129
2,26,118,140
2,26,126,133
2,26,181,120
2,26,184,128
2,26,191,116
2,26,193,126
2,27,118,97
2,27,155,101
2,27,164,97
2,29,47,162
2,30,50,171
2,29,53,158
2,30,59,166
2,29,57,173
2,29,60,157
2,30,99,168
2,30,173,102
2,31,92,163
2,31,171,112
2,33,26,174
2,33,35,170
2,33,34,180
2,36,194,119
2,36,213,121
2,37,25,218
2,37,24,226
2,37,88,139
2,37,97,131
2,37,98,141
2,37,142,129
2,37,153,129
2,39,60,193
2,39,64,185
2,39,67,195
2,39,75,188
2,42,62,169
2,43,65,156
2,46,36,175
2,45,94,196
2,45,100,193
2,45,108,195
2,46,165,200
2,46,172,201
2,47,67,203
2,47,77,198
2,47,77,208
2,50,223,202
2,50,225,194
2,53,139,181
2,58,148,220
2,57,156,223
2,57,216,190
2,13,38,118
2,15,37,147
2,19,61,93
2,22,29,110
2,55,28,211
2,6,226,54
2,34,37,192
2,45,110,166
2,45,210,149
2,50,144,171
2,57,44,221
2,12,214,86
2,6,55,103
2,3,168,41
2,17,212,113
2,37,119,136
2,45,49,179
2,5,50,96
2,6,59,95
2,5,89,91
2,5,127,77
2,3,118,90
2,5,135,76
2,6,136,85
2,6,145,83
2,6,151,79
2,6,158,82
2,6,167,45
2,7,154,88
2,8,122,56
2,8,128,49
2,8,129,56
2,8,130,62
2,8,135,49
2,8,136,55
2,8,229,79
2,11,28,110
2,12,28,116
2,12,29,122
2,12,33,105
2,12,40,108
2,16,94,111
2,16,103,109
2,16,104,118
2,16,26,142
2,16,27,133
2,16,34,133
2,16,40,132
2,16,46,137
2,16,47,148
2,16,54,116
2,16,55,123
2,16,59,110
2,16,62,83
2,16,62,117
2,16,62,124
2,16,67,106
2,16,68,114
2,16,69,122
2,16,69,94
2,16,74,109
2,16,75,118
2,16,78,92
2,16,95,104
2,16,96,118
2,16,102,101
2,16,109,102
2,16,174,76
2,16,177,61
2,16,178,68
2,16,181,75
2,16,212,72
2,16,219,64
2,24,83,154
2,24,26,154
2,24,26,160
2,24,29,148
2,24,32,154
2,24,32,160
2,24,32,166
2,24,37,148
2,24,41,154
2,24,41,161
2,24,74,137
2,24,75,143
2,24,75,151
2,24,81,93
2,24,81,136
2,24,81,143
2,24,83,100
2,24,87,89
2,23,90,130
2,24,88,141
2,24,89,95
2,24,91,103
2,24,90,146
2,24,91,155
2,24,95,94
2,24,122,159
2,24,129,155
2,24,138,155
2,24,221,77
2,24,227,119
2,27,36,117
2,28,37,123
2,28,44,118
2,28,88,118
2,28,90,125
2,28,95,113
2,28,98,119
2,28,98,126
2,28,137,128
2,28,143,122
2,29,143,131
2,28,151,121
2,29,151,128
2,28,159,134
2,28,242,108
2,31,105,149
2,32,186,157
2,32,184,165
2,32,188,171
2,36,69,132
2,36,70,141
2,37,76,104
2,36,76,132
2,36,77,140
2,36,121,151
2,37,122,160
2,36,129,153
2,36,131,161
2,36,206,147
2,37,145,166
2,38,130,134
2,41,136,180
2,40,145,176
2,40,249,204
2,44,106,158
2,44,113,158
2,44,207,140
2,44,215,141
2,48,141,192
2,48,145,202
2,48,29,219
2,48,27,227
2,49,38,195
2,48,41,218
2,48,43,188
2,48,43,226
2,48,48,216
2,48,50,189
2,48,50,223
2,48,50,229
2,48,57,216
2,48,60,222
2,48,59,228
2,48,142,163
2,48,149,163
2,48,148,190
2,48,151,201
2,48,155,163
2,48,155,190
2,48,157,198
2,48,160,155
2,48,161,164
2,48,167,154
2,48,167,161
2,48,167,167
2,48,173,155
2,48,174,164
2,48,179,160
2,48,185,156
2,48,185,164
2,48,191,154
2,48,193,164
2,48,198,158
2,48,243,188
2,50,103,181
2,50,109,176
2,50,198,248
2,52,86,216
2,52,88,223
2,52,92,212
2,52,94,221
2,52,100,218
2,54,167,211
2,54,168,219
2,56,51,208
2,56,55,200
2,57,56,211
2,56,64,199
2,56,65,207
2,56,101,197
2,56,107,194
2,56,171,187
2,56,172,196
2,57,179,193
2,60,84,223
2,57,104,203
2,57,111,200
2,55,124,232
2,39,171,117
2,48,27,198
2,6,80,89
2,11,14,91
2,16,237,102
2,16,65,175
2,31,249,146
2,38,94,101
2,39,167,161
2,39,168,166
2,39,173,158
2,39,173,164
2,39,173,170
2,39,180,118
2,40,179,161
2,40,179,167
2,41,180,138
2,41,180,145
2,41,184,137
2,41,185,144
2,47,90,147
2,48,88,152
2,48,136,130
2,48,143,131
2,55,145,249
2,55,151,248
2,59,205,243
2,15,222,139
2,47,30,142
2,48,16,196
2,48,104,131
2,48,165,121
2,59,191,173
2,3,65,60
2,8,102,100
2,16,17,138
2,16,48,177
2,16,52,171
2,16,52,176
2,16,53,180
2,38,105,102
2,38,105,106
2,38,110,102
2,38,111,106
2,38,117,101
2,38,118,106
2,38,122,102
2,43,244,136
2,44,247,152
2,47,110,139
2,48,118,62
2,48,118,68
2,48,126,60
2,48,126,66
2,48,132,62
2,48,134,56
2,48,134,68
2,48,140,62
2,48,142,52
2,48,142,68
2,48,150,52
2,48,150,58
2,48,150,64
2,48,156,60
2,48,158,52
2,48,164,62
2,48,166,52
2,48,174,52
2,48,174,58
2,48,182,54
2,48,190,52
2,58,6,227
2,59,13,225
2,59,13,229
3,34,219,166
3,28,56,191
3,49,195,203
3,13,77,79
3,11,207,101
3,14,95,66
3,14,190,100
3,14,197,100
3,17,189,111
3,19,146,85
3,16,217,74
3,20,222,78
3,31,171,146
3,39,117,186
3,43,103,228
3,43,113,227
3,46,103,197
3,50,184,210
3,39,150,194
3,46,50,209
3,53,215,215
3,40,73,181
3,15,200,64
3,12,163,67
3,14,39,93
3,27,123,109
3,37,28,227
3,42,66,204
3,8,66,131
3,2,147,44
3,9,76,118
3,9,78,108
3,9,84,118
3,6,89,99
3,9,131,58
3,9,159,122
3,9,166,119
3,9,173,120
3,9,208,60
3,13,35,121
3,13,38,110
3,14,119,78
3,13,119,68
3,13,220,98
3,14,220,105
3,13,218,90
3,15,194,74
3,18,44,101
3,17,61,120
3,17,73,119
3,21,56,102
3,23,30,115
3,25,84,103
3,25,125,168
3,25,130,159
3,26,132,166
3,25,132,173
3,25,137,158
3,26,138,165
3,25,141,171
3,25,145,162
3,27,60,116
3,28,153,96
3,27,184,118
3,27,187,127
3,27,195,123
3,29,145,131
3,29,154,129
3,29,201,163
3,29,202,173
3,30,56,163
3,31,58,173
3,31,66,159
3,31,68,169
3,32,89,169
3,31,100,167
3,29,225,141
3,33,181,157
3,33,181,163
3,33,182,171
3,33,191,159
3,33,192,168
3,34,27,180
3,34,33,173
3,34,36,182
3,38,28,219
3,39,96,144
3,39,124,143
3,39,146,135
3,39,156,135
3,41,181,190
3,43,56,174
3,43,65,166
3,43,63,178
3,46,33,178
3,45,202,183
3,45,211,181
3,47,164,196
3,47,164,206
3,47,172,193
3,47,174,200
3,47,173,208
3,49,44,196
3,49,150,170
3,50,29,226
3,50,49,227
3,50,60,228
3,50,141,206
3,51,216,174
3,51,226,202
3,55,140,189
3,58,166,220
3,57,53,217
3,6,226,57
3,12,41,83
3,18,217,118
3,29,44,124
3,30,95,123
3,31,218,112
3,35,31,152
3,37,126,157
3,58,218,194
3,16,176,93
3,18,27,146
3,31,50,132
3,53,213,183
3,25,83,144
3,31,171,108
3,49,191,163
3,51,127,214
3,22,163,126
3,27,120,139
3,45,211,145
3,46,210,153
3,3,34,65
3,5,51,70
3,6,49,77
3,6,51,97
3,6,51,105
3,7,58,98
3,7,59,106
3,6,126,79
3,3,119,95
3,6,134,77
3,6,136,83
3,7,134,89
3,8,78,130
3,8,76,137
3,8,154,87
3,7,184,85
3,8,184,92
3,8,230,83
3,12,14,92
3,12,27,113
3,16,141,74
3,15,144,104
3,16,150,103
3,16,150,111
3,16,34,138
3,16,33,147
3,16,37,152
3,16,40,135
3,16,40,142
3,16,43,147
3,16,43,155
3,16,47,136
3,16,50,143
3,16,51,149
3,16,51,156
3,16,63,90
3,16,69,95
3,16,77,96
3,16,93,107
3,16,93,116
3,16,99,102
3,16,100,109
3,16,100,117
3,16,106,101
3,16,111,109
3,18,114,115
3,16,108,120
3,16,114,103
3,16,133,74
3,16,135,81
3,16,138,99
3,16,137,107
3,16,142,68
3,16,144,95
3,16,143,112
3,16,150,69
3,16,150,97
3,16,156,96
3,16,157,104
3,16,156,111
3,16,163,94
3,16,162,100
3,16,165,80
3,16,165,88
3,16,172,102
3,16,171,80
3,16,174,66
3,16,174,72
3,16,177,77
3,16,178,84
3,16,181,70
3,16,183,78
3,20,100,88
3,20,102,82
3,20,102,94
3,20,106,88
3,20,109,80
3,20,108,95
3,20,115,84
3,20,115,91
3,22,165,117
3,22,174,117
3,22,173,125
3,24,29,155
3,24,30,161
3,24,34,149
3,24,34,167
3,24,36,155
3,24,37,161
3,24,41,149
3,24,41,168
3,24,42,155
3,24,43,161
3,24,48,167
3,24,48,151
3,24,50,159
3,24,58,141
3,24,60,149
3,24,64,138
3,24,66,145
3,24,69,151
3,24,72,141
3,24,74,153
3,24,80,155
3,24,88,154
3,24,88,93
3,24,94,98
3,24,93,107
3,24,179,92
3,24,184,86
3,24,185,97
3,24,193,86
3,24,193,92
3,24,193,99
3,24,202,80
3,24,210,84
3,24,226,112
3,24,224,118
3,24,227,124
3,24,233,114
3,24,233,119
3,29,73,108
3,28,71,118
3,28,114,139
3,28,126,98
3,28,128,133
3,28,128,142
3,28,134,101
3,28,159,106
3,28,164,99
3,31,101,146
3,31,110,145
3,32,107,153
3,32,168,116
3,32,178,117
3,32,181,107
3,32,208,133
3,32,211,141
3,32,215,130
3,32,248,148
3,36,42,141
3,36,42,149
3,36,48,139
3,36,49,149
3,36,55,141
3,37,75,140
3,36,191,122
3,37,197,129
3,36,197,118
3,36,202,127
3,36,204,118
3,37,202,148
3,36,208,125
3,36,210,147
3,37,76,147
3,37,133,164
3,37,203,156
3,38,143,168
3,39,227,129
3,39,150,166
3,39,148,174
3,40,175,171
3,40,248,205
3,40,248,213
3,41,73,208
3,43,189,147
3,44,45,170
3,45,47,178
3,44,61,156
3,44,69,155
3,44,74,158
3,46,221,150
3,48,67,217
3,48,72,203
3,48,70,208
3,48,74,218
3,48,80,204
3,48,82,210
3,48,81,217
3,48,153,204
3,48,154,194
3,48,160,164
3,48,165,171
3,48,166,160
3,48,170,169
3,48,173,160
3,48,178,167
3,49,202,246
3,50,201,162
3,50,246,190
3,51,105,182
3,50,114,178
3,52,130,205
3,53,92,223
3,54,100,223
3,56,28,216
3,56,55,203
3,56,64,202
3,58,128,242
3,22,94,130
3,48,27,201
3,56,152,250
3,59,193,179
3,16,49,181
3,16,53,173
3,16,55,181
3,16,59,171
3,16,62,179
3,16,66,170
3,16,68,177
3,31,247,113
3,38,77,108
3,39,84,105
3,39,83,112
3,39,91,103
3,39,91,111
3,39,97,104
3,40,97,111
3,39,102,105
3,39,102,113
3,39,109,107
3,39,109,114
3,39,117,109
3,41,27,208
3,44,248,140
3,47,30,138
3,47,30,146
3,47,35,142
3,48,90,155
3,60,93,220
3,59,112,203
3,60,111,212
3,56,155,225
3,16,241,106
3,3,60,60
3,4,62,70
3,3,68,58
3,3,70,68
3,3,189,68
3,3,195,57
3,4,195,81
3,4,201,74
3,16,222,136
3,15,224,141
3,16,142,30
3,16,150,30
3,16,228,140
3,24,5,126
3,31,98,101
3,38,53,114
3,47,17,199
3,48,111,149
3,48,134,62
3,48,142,62
3,48,142,68
3,48,150,60
3,48,158,62
3,48,164,125
3,48,165,128
3,48,166,60
3,48,167,125
3,48,174,60
3,54,228,144
3,60,72,237
4,35,222,170
4,43,120,188
4,15,181,124
4,33,174,148
4,18,145,84
4,21,224,80
4,16,76,90
4,14,86,74
4,12,101,66
4,27,85,151
4,30,49,193
4,30,50,202
4,29,63,195
4,30,209,171
4,35,198,169
4,41,153,196
4,38,164,204
4,51,217,184
4,50,188,211
4,50,196,210
4,50,203,211
4,46,43,218
4,45,66,211
4,15,40,94
4,26,41,163
4,37,28,156
4,15,168,76
4,18,31,147
4,18,197,117
4,23,112,89
4,23,110,99
4,50,225,216
4,9,66,136
4,9,73,139
4,9,76,129
4,9,80,138
4,11,79,124
4,11,78,115
4,11,85,109
4,11,87,122
4,11,89,115
4,11,130,66
4,11,138,60
4,12,213,63
4,13,161,70
4,13,209,94
4,8,210,106
4,13,215,93
4,13,221,104
4,12,224,92
4,15,196,109
4,15,33,122
4,15,40,116
4,15,111,76
4,15,120,75
4,15,196,98
4,15,205,100
4,15,206,111
4,16,48,150
4,19,197,125
4,25,33,156
4,25,130,164
4,25,130,172
4,25,136,160
4,26,137,168
4,25,138,175
4,25,145,161
4,25,146,170
4,28,87,106
4,28,99,100
4,27,98,108
4,29,117,112
4,29,124,106
4,29,125,116
4,30,134,112
4,29,228,148
4,32,91,173
4,31,102,170
4,31,153,138
4,34,186,172
4,35,30,178
4,35,41,180
4,35,186,161
4,38,202,130
4,45,59,180
4,45,73,164
4,45,76,174
4,46,43,180
4,46,51,181
4,47,54,215
4,46,204,181
4,47,31,184
4,47,212,155
4,47,223,155
4,49,151,206
4,49,161,200
4,49,161,209
4,49,165,168
4,49,172,167
4,49,180,169
4,50,46,204
4,50,194,170
4,50,203,168
4,56,141,192
4,57,179,224
4,57,211,220
4,57,220,224
4,59,220,205
4,5,38,69
4,16,206,75
4,25,65,146
4,38,51,146
4,45,70,181
4,9,169,60
4,23,56,106
4,25,190,101
4,29,59,126
4,29,155,104
4,38,81,182
4,57,62,214
4,59,162,228
4,29,120,147
4,30,165,107
4,41,28,208
4,6,224,58
4,19,63,124
4,18,72,123
4,39,129,155
4,51,155,174
4,5,86,97
4,5,94,97
4,8,129,84
4,8,137,81
4,8,51,104
4,8,53,82
4,8,54,110
